nombre,SMINA vinardo
C02794014_mmff94,-10.1
C07540810_mmff94,-10.0
C02247392_mmff94,-9.8
C02520324_mmff94,-9.7
C06268455_mmff94,-9.6
C07045295_mmff94,-9.5
C02564245_mmff94,-9.4
C02654574_mmff94,-9.4
C04126880_mmff94,-9.3
C04032923_mmff94,-9.3
C03496022_mmff94,-9.2
C06075275_mmff94,-9.2
C08029880_mmff94,-9.2
C03264654_mmff94,-9.1
C03060464_mmff94,-9.1
C08135517_mmff94,-9.1
C07227834_mmff94,-9.0
C02394872_mmff94,-9.0
C02651171_mmff94,-9.0
C06915752_mmff94,-9.0
C03353879_mmff94,-9.0
C04471226_mmff94,-8.9
C03229928_mmff94,-8.9
C04061361_mmff94,-8.9
C01790668_mmff94,-8.8
C05210573_mmff94,-8.8
C04724666_mmff94,-8.7
C03898650_mmff94,-8.7
C05000301_mmff94,-8.7
C05700436_mmff94,-8.7
C04822295_mmff94,-8.7
C06883659_mmff94,-8.7
C04119297_mmff94,-8.7
C08180817_mmff94,-8.7
C05457635_mmff94,-8.7
C08010089_mmff94,-8.6
C03355403_mmff94,-8.6
C04795590_mmff94,-8.6
C07780328_mmff94,-8.6
C02131103_mmff94,-8.6
C04285058_mmff94,-8.6
C04163238_mmff94,-8.6
C04150870_mmff94,-8.5
C04365982_mmff94,-8.5
C06104747_mmff94,-8.5
C06281900_mmff94,-8.4
C08226522_mmff94,-8.4
C06281789_mmff94,-8.4
C03259094_mmff94,-8.4
C04183821_mmff94,-8.4
C04989146_mmff94,-8.4
C04889937_mmff94,-8.4
C05417453_mmff94,-8.4
C05576438_mmff94,-8.4
C03204136_mmff94,-8.4
C06564182_mmff94,-8.3
C03459221_mmff94,-8.3
C04010938_mmff94,-8.3
C06706838_mmff94,-8.3
C04488911_mmff94,-8.3
C05029762_mmff94,-8.3
C07082440_mmff94,-8.3
C05993663_mmff94,-8.3
C05697590_mmff94,-8.3
C05568056_mmff94,-8.3
C05287981_mmff94,-8.3
C02914528_mmff94,-8.3
C01739065_mmff94,-8.2
C05788403_mmff94,-8.2
C04429538_mmff94,-8.2
C02130313_mmff94,-8.2
C07445587_mmff94,-8.2
C03277294_mmff94,-8.2
C04577311_mmff94,-8.2
C05208112_mmff94,-8.2
C04855959_mmff94,-8.2
C03262289_mmff94,-8.1
C06263063_mmff94,-8.1
C06300822_mmff94,-8.1
C06509943_mmff94,-8.1
C03443442_mmff94,-8.1
C04087267_mmff94,-8.1
C04043193_mmff94,-8.1
C07989413_mmff94,-8.1
C02288799_mmff94,-8.1
C03595232_mmff94,-8.1
C04834703_mmff94,-8.1
C02856023_mmff94,-8.1
C08020403_mmff94,-8.0
C03623865_mmff94,-8.0
C06077575_mmff94,-8.0
C04805538_mmff94,-8.0
C04284928_mmff94,-8.0
C05716242_mmff94,-8.0
C05295468_mmff94,-8.0
C02609910_mmff94,-8.0
C05496482_mmff94,-8.0
C03350568_mmff94,-8.0
C06680185_mmff94,-8.0
C05670488_mmff94,-8.0
C06715177_mmff94,-8.0
C04469809_mmff94,-8.0
C06442868_mmff94,-7.9
C06490155_mmff94,-7.9
C06080921_mmff94,-7.9
C04889908_mmff94,-7.9
C08320826_mmff94,-7.9
C04236620_mmff94,-7.9
C01821179_mmff94,-7.9
C08079882_mmff94,-7.9
